SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,HERDADE DE VALADA (26M/01C),,HERDADE DE VALADA (26M/01C),,HERDADE DE VALADA (26M/01C),,HERDADE DE VALADA (26M/01C),,IDANHA-A-VELHA (14O/01UG),,IDANHA-A-VELHA (14O/01UG),,IDANHA-A-VELHA (14O/01UG),,IDANHA-A-VELHA (14O/01UG),,ISNA (14J/02UG),,ISNA (14J/02UG),,ISNA (14J/02UG),,ISNA (14J/02UG),,IZEDA (04Q/01UG),,IZEDA (04Q/01UG),,IZEDA (04Q/01UG),,IZEDA (04Q/01UG),,
15/11/1985 09:00,,,0,(vco),11.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
16/11/1985 09:00,,,0,(vco),11.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
17/11/1985 09:00,,,0,(vco),11.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
18/11/1985 09:00,,,0,(vco),9.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
19/11/1985 09:00,,,0,(vco),7.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
20/11/1985 09:00,,,0,(vco),7,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
21/11/1985 09:00,,,0,(vco),8,(vau),,,,,0,(vco),,,,,,,8.4,(vco),,,,,,,0,(vco),,,,,
22/11/1985 09:00,,,0,(vco),8.5,(vau),,,,,0,(vco),,,,,,,20.4,(vco),,,,,,,0,(vco),,,,,
23/11/1985 09:00,,,0,(vco),7.5,(vau),,,,,0,(vco),,,,,,,38.1,(vco),,,,,,,0,(vco),,,,,
24/11/1985 09:00,,,0,(vco),9,(vau),,,,,0,(vco),,,,,,,40.2,(vco),,,,,,,0,(vco),,,,,
25/11/1985 09:00,,,3,(vco),11,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
26/11/1985 09:00,,,18,(vco),13.5,(vau),,,,,19.1,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
27/11/1985 09:00,,,1.4,(vco),11.5,(vau),,,,,4.1,(vco),,,,,,,6.8,(vco),,,,,,,1.4,(vco),,,,,
28/11/1985 09:00,,,0.3,(vco),6,(vau),,,,,0,(vco),,,,,,,40.1,(vco),,,,,,,0,(vco),,,,,
29/11/1985 09:00,,,0,(vco),8.5,(vau),,,,,0,(vco),,,,,,,4.2,(vco),,,,,,,0,(vco),,,,,
30/11/1985 09:00,,,0,(vco),11.5,(vau),,,,,0.9,(vco),,,,,,,2,(vco),,,,,,,2.1,(vco),,,,,
01/12/1985 09:00,,,0,(vco),16,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
02/12/1985 09:00,,,0,(vco),18,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
03/12/1985 09:00,,,0,(vco),15.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
04/12/1985 09:00,,,0,(vco),12.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,1.2,(vco),,,,,
05/12/1985 09:00,,,10.8,(vco),13,(vau),,,,,8.2,(vco),,,,,,,35.1,(vco),,,,,,,2.3,(vco),,,,,
06/12/1985 09:00,,,5.2,(vco),9,(vau),,,,,0,(vco),,,,,,,8.5,(vco),,,,,,,7.1,(vco),,,,,
07/12/1985 09:00,,,0,(vco),9.5,(vau),,,,,0,(vco),,,,,,,2.1,(vco),,,,,,,0,(vco),,,,,
08/12/1985 09:00,,,8.1,(vco),10.5,(vau),,,,,7.1,(vco),,,,,,,0,(vco),,,,,,,1.2,(vco),,,,,
09/12/1985 09:00,,,0.2,(vco),7,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
10/12/1985 09:00,,,0,(vco),7.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
11/12/1985 09:00,,,5.2,(vco),10,(vau),,,,,4.8,(vco),,,,,,,4.1,(vco),,,,,,,0,(vco),,,,,
12/12/1985 09:00,,,0,(vco),8.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
13/12/1985 09:00,,,0,(vco),8,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
14/12/1985 09:00,,,0,(vco),8,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
15/12/1985 09:00,,,0,(vco),9.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
16/12/1985 09:00,,,0,(vco),9.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
17/12/1985 09:00,,,0,(vco),8,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
18/12/1985 09:00,,,0,(vco),9,(vau),,,,,0,(vco),,,,,,,3.2,(vco),,,,,,,0,(vco),,,,,
19/12/1985 09:00,,,0,(vco),9.5,(vau),,,,,0,(vco),,,,,,,9.6,(vco),,,,,,,0,(vco),,,,,
20/12/1985 09:00,,,0,(vco),10.5,(vau),,,,,0,(vco),,,,,,,6.4,(vco),,,,,,,0,(vco),,,,,
21/12/1985 09:00,,,0,(vco),11.5,(vau),,,,,0,(vco),,,,,,,3.1,(vco),,,,,,,0,(vco),,,,,
22/12/1985 09:00,,,2,(vco),12,(vau),,,,,14.4,(vco),,,,,,,8.4,(vco),,,,,,,9.2,(vco),,,,,
23/12/1985 09:00,,,6,(vco),10,(vau),,,,,3.9,(vco),,,,,,,11.4,(vco),,,,,,,3.2,(vco),,,,,
24/12/1985 09:00,,,0,(vco),13,(vau),,,,,13,(vco),,,,,,,14.6,(vco),,,,,,,13.3,(vco),,,,,
25/12/1985 09:00,,,7.2,(vco),14,(vau),,,,,10.4,(vco),,,,,,,17.2,(vco),,,,,,,21.2,(vco),,,,,
26/12/1985 09:00,,,2,(vco),11.5,(vau),,,,,1.8,(vco),,,,,,,33.7,(vco),,,,,,,8.4,(vco),,,,,
27/12/1985 09:00,,,0.6,(vco),11,(vau),,,,,11.6,(vco),,,,,,,48.4,(vco),,,,,,,18.5,(vco),,,,,
28/12/1985 09:00,,,18.2,(vco),10.5,(vau),,,,,17.5,(vco),,,,,,,70.9,(vco),,,,,,,39.2,(vco),,,,,
29/12/1985 09:00,,,2.7,(vco),10,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
30/12/1985 09:00,,,0,(vco),5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
31/12/1985 09:00,,,0,(vco),6.5,(vau),,,,,0,(vco),,,,,,,4.5,(vco),,,,,,,0,(vco),,,,,
01/01/1986 09:00,,,1.2,(vco),12,(vau),,,,,0,(vco),,,,,,,4.2,(vco),,,,,,,4.9,(vco),,,,,
02/01/1986 09:00,,,8.7,(vco),11,(vau),,,,,6.6,(vco),,,,,,,9.1,(vco),,,,,,,1.4,(vco),,,,,
03/01/1986 09:00,,,3.7,(vco),9,(vau),,,,,0.8,(vco),,,,,,,17.4,(vco),,,,,,,2.1,(vco),,,,,
04/01/1986 09:00,,,0,(vco),7,(vau),,,,,0,(vco),,,,,,,11.4,(vco),,,,,,,0,(vco),,,,,
05/01/1986 09:00,,,0,(vco),7.5,(vau),,,,,0.3,(vco),,,,,,,7.2,(vco),,,,,,,2.1,(vco),,,,,
06/01/1986 09:00,,,1.7,(vco),6,(vau),,,,,0,(vco),,,,,,,4.3,(vco),,,,,,,0,(vco),,,,,
07/01/1986 09:00,,,0,(vco),7.5,(vau),,,,,18.2,(vco),,,,,,,5.1,(vco),,,,,,,15.6,(vco),,,,,
08/01/1986 09:00,,,31,(vco),10,(vau),,,,,12.3,(vco),,,,,,,0,(vco),,,,,,,3.3,(vco),,,,,
09/01/1986 09:00,,,2.6,(vco),10.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
10/01/1986 09:00,,,0,(vco),8,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
11/01/1986 09:00,,,0,(vco),7.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
12/01/1986 09:00,,,0,(vco),8.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
13/01/1986 09:00,,,0,(vco),9.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
14/01/1986 09:00,,,0,(vco),6.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
15/01/1986 09:00,,,0,(vco),4.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
16/01/1986 09:00,,,0,(vco),8.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
17/01/1986 09:00,,,0,(vco),7,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
18/01/1986 09:00,,,0,(vco),8.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
19/01/1986 09:00,,,0,(vco),8.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
20/01/1986 09:00,,,0,(vco),7,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
21/01/1986 09:00,,,3.5,(vco),9.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
22/01/1986 09:00,,,0,(vco),8.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
23/01/1986 09:00,,,0,(vco),8.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
24/01/1986 09:00,,,0,(vco),11.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
25/01/1986 09:00,,,0,(vco),7,(vau),,,,,0,(vco),,,,,,,10.1,(vco),,,,,,,0,(vco),,,,,
26/01/1986 09:00,,,0,(vco),7.5,(vau),,,,,0,(vco),,,,,,,7.4,(vco),,,,,,,0,(vco),,,,,
27/01/1986 09:00,,,0,(vco),6,(vau),,,,,0,(vco),,,,,,,3.1,(vco),,,,,,,0,(vco),,,,,
28/01/1986 09:00,,,0,(vco),7.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
29/01/1986 09:00,,,0,(vco),8,(vau),,,,,11,(vco),,,,,,,4.4,(vco),,,,,,,7.5,(vco),,,,,
30/01/1986 09:00,,,2.2,(vco),7.5,(vau),,,,,0,(vco),,,,,,,20.7,(vco),,,,,,,3.4,(vco),,,,,
31/01/1986 09:00,,,2,(vco),4.5,(vau),,,,,0,(vco),,,,,,,11.2,(vco),,,,,,,0,(vco),,,,,
01/02/1986 09:00,,,0,(vco),6.5,(vau),,,,,0,(vco),,,,,,,2.1,(vco),,,,,,,0,(vco),,,,,
02/02/1986 09:00,,,0,(vco),5,(vau),,,,,0,(vco),,,,,,,2.7,(vco),,,,,,,0,(vco),,,,,
03/02/1986 09:00,,,0.5,(vco),7,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
04/02/1986 09:00,,,0,(vco),6.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
05/02/1986 09:00,,,1,(vco),6,(vau),,,,,0,(vco),,,,,,,32.7,(vco),,,,,,,0,(vco),,,,,
06/02/1986 09:00,,,0,(vco),5,(vau),,,,,0,(vco),,,,,,,28.1,(vco),,,,,,,0,(vco),,,,,
07/02/1986 09:00,,,0,(vco),5,(vau),,,,,0,(vco),,,,,,,14.6,(vco),,,,,,,0,(vco),,,,,
08/02/1986 09:00,,,5.8,(vco),7,(vau),,,,,13.1,(vco),,,,,,,13.2,(vco),,,,,,,12.2,(vco),,,,,
09/02/1986 09:00,,,5.4,(vco),5.5,(vau),,,,,0,(vco),,,,,,,10.1,(vco),,,,,,,0,(vco),,,,,
10/02/1986 09:00,,,0,(vco),5.5,(vau),,,,,0,(vco),,,,,,,9.8,(vco),,,,,,,0,(vco),,,,,
11/02/1986 09:00,,,1.8,(vco),9,(vau),,,,,0,(vco),,,,,,,4.3,(vco),,,,,,,1.2,(vco),,,,,
12/02/1986 09:00,,,0,(vco),8,(vau),,,,,0,(vco),,,,,,,19.4,(vco),,,,,,,0,(vco),,,,,
13/02/1986 09:00,,,9,(vco),10.5,(vau),,,,,17.7,(vco),,,,,,,23.7,(vco),,,,,,,18.5,(vco),,,,,
14/02/1986 09:00,,,20,(vco),13,(vau),,,,,20,(vco),,,,,,,14.5,(vco),,,,,,,13.2,(vco),,,,,
15/02/1986 09:00,,,2.2,(vco),11.5,(vau),,,,,0.4,(vco),,,,,,,10.4,(vco),,,,,,,0,(vco),,,,,
16/02/1986 09:00,,,3.5,(vco),13.5,(vau),,,,,15.3,(vco),,,,,,,22.4,(vco),,,,,,,12.3,(vco),,,,,
17/02/1986 09:00,,,10.1,(vco),9,(vau),,,,,10.6,(vco),,,,,,,10.9,(vco),,,,,,,7.2,(vco),,,,,
18/02/1986 09:00,,,14.8,(vco),10.5,(vau),,,,,2.2,(vco),,,,,,,6.4,(vco),,,,,,,2.1,(vco),,,,,
19/02/1986 09:00,,,0,(vco),10.5,(vau),,,,,0,(vco),,,,,,,11.3,(vco),,,,,,,0,(vco),,,,,
20/02/1986 09:00,,,13.6,(vco),11.5,(vau),,,,,11.9,(vco),,,,,,,3.2,(vco),,,,,,,0,(vco),,,,,
21/02/1986 09:00,,,15.5,(vco),13,(vau),,,,,11.7,(vco),,,,,,,6.8,(vco),,,,,,,0,(vco),,,,,
22/02/1986 09:00,,,1.4,(vco),14,(vau),,,,,1.3,(vco),,,,,,,4.1,(vco),,,,,,,10.5,(vco),,,,,
23/02/1986 09:00,,,0,(vco),12.5,(vau),,,,,0,(vco),,,,,,,20.2,(vco),,,,,,,2.1,(vco),,,,,
24/02/1986 09:00,,,0,(vco),12.5,(vau),,,,,15.3,(vco),,,,,,,0,(vco),,,,,,,15.4,(vco),,,,,
25/02/1986 09:00,,,0,(vco),10.5,(vau),,,,,0,(vco),,,,,,,10.1,(vco),,,,,,,1.4,(vco),,,,,
26/02/1986 09:00,,,0,(vco),11.5,(vau),,,,,0,(vco),,,,,,,8.4,(vco),,,,,,,2.6,(vco),,,,,
27/02/1986 09:00,,,0,(vco),11,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,15.2,(vco),,,,,
28/02/1986 09:00,,,0,(vco),12,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
01/03/1986 09:00,,,0,(vco),11,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,1.2,(vco),,,,,
02/03/1986 09:00,,,0,(vco),10,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
03/03/1986 09:00,,,6,(vco),10.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
04/03/1986 09:00,,,5.2,(vco),11,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
05/03/1986 09:00,,,0.9,(vco),12,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
06/03/1986 09:00,,,0,(vco),13.5,(vau),,,,,0,(vco),,,,,,,4.2,(vco),,,,,,,0,(vco),,,,,
07/03/1986 09:00,,,9.5,(vco),10.5,(vau),,,,,0,(vco),,,,,,,2.6,(vco),,,,,,,0,(vco),,,,,
08/03/1986 09:00,,,0.2,(vco),10,(vau),,,,,0,(vco),,,,,,,3.2,(vco),,,,,,,0,(vco),,,,,
09/03/1986 09:00,,,0,(vco),11,(vau),,,,,0,(vco),,,,,,,4.5,(vco),,,,,,,0,(vco),,,,,
10/03/1986 09:00,,,0,(vco),9.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
11/03/1986 09:00,,,0,(vco),8.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
12/03/1986 09:00,,,0,(vco),8.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
13/03/1986 09:00,,,2.5,(vco),9,(vau),,,,,4.6,(vco),,,,,,,0,(vco),,,,,,,11.5,(vco),,,,,
14/03/1986 09:00,,,0,(vco),9.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
15/03/1986 09:00,,,0,(vco),10.5,(vau),,,,,0,(vco),,,,,,,5.8,(vco),,,,,,,0,(vco),,,,,
16/03/1986 09:00,,,0,(vco),11,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
17/03/1986 09:00,,,0,(vco),12,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
18/03/1986 09:00,,,0,(vco),12,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
19/03/1986 09:00,,,0,(vco),12.5,(vau),,,,,0,(vco),,,,,,,2.1,(vco),,,,,,,0,(vco),,,,,
20/03/1986 09:00,,,0,(vco),13,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
21/03/1986 09:00,,,0,(vco),13.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
22/03/1986 09:00,,,0,(vco),12.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
23/03/1986 09:00,,,0,(vco),12.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
24/03/1986 09:00,,,0,(vco),11.5,(vau),,,,,0,(vco),,,,,,,4.1,(vco),,,,,,,0,(vco),,,,,
25/03/1986 09:00,,,0,(vco),10,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
26/03/1986 09:00,,,0,(vco),8,(vau),,,,,0,(vco),,,,,,,1.7,(vco),,,,,,,0,(vco),,,,,
27/03/1986 09:00,,,0,(vco),11,(vau),,,,,0,(vco),,,,,,,7.2,(vco),,,,,,,0,(vco),,,,,
28/03/1986 09:00,,,0,(vco),14.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
29/03/1986 09:00,,,0,(vco),17.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
30/03/1986 09:00,,,0,(vco),14,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
31/03/1986 09:00,,,0,(vco),16,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
01/04/1986 09:00,,,0,(vco),14.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
02/04/1986 09:00,,,0,(vco),9,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
03/04/1986 09:00,,,1.7,(vco),11.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
04/04/1986 09:00,,,0,(vco),10,(vau),,,,,0,(vco),,,,,,,4.1,(vco),,,,,,,0,(vco),,,,,
05/04/1986 09:00,,,8.3,(vco),13,(vau),,,,,0,(vco),,,,,,,6.7,(vco),,,,,,,0,(vco),,,,,
06/04/1986 09:00,,,10.2,(vco),12,(vau),,,,,19.6,(vco),,,,,,,4.8,(vco),,,,,,,0,(vco),,,,,
07/04/1986 09:00,,,0,(vco),7.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
08/04/1986 09:00,,,0,(vco),6,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
09/04/1986 09:00,,,0,(vco),7.5,(vau),,,,,0,(vco),,,,,,,1.2,(vco),,,,,,,0,(vco),,,,,
10/04/1986 09:00,,,0,(vco),11,(vau),,,,,0,(vco),,,,,,,17.4,(vco),,,,,,,0,(vco),,,,,
11/04/1986 09:00,,,0,(vco),8.5,(vau),,,,,0,(vco),,,,,,,11.3,(vco),,,,,,,2.4,(vco),,,,,
12/04/1986 09:00,,,0,(vco),9.5,(vau),,,,,0,(vco),,,,,,,12.6,(vco),,,,,,,7.5,(vco),,,,,
13/04/1986 09:00,,,0,(vco),10.5,(vau),,,,,0,(vco),,,,,,,4.1,(vco),,,,,,,0,(vco),,,,,
14/04/1986 09:00,,,0,(vco),9.5,(vau),,,,,0,(vco),,,,,,,5.8,(vco),,,,,,,0,(vco),,,,,
15/04/1986 09:00,,,4,(vco),8,(vau),,,,,0,(vco),,,,,,,9.1,(vco),,,,,,,0,(vco),,,,,
16/04/1986 09:00,,,1.3,(vco),11.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,8.4,(vco),,,,,
17/04/1986 09:00,,,1.5,(vco),8,(vau),,,,,0,(vco),,,,,,,20.1,(vco),,,,,,,2.3,(vco),,,,,
18/04/1986 09:00,,,0.3,(vco),8,(vau),,,,,1.7,(vco),,,,,,,2.4,(vco),,,,,,,0,(vco),,,,,
19/04/1986 09:00,,,0,(vco),11.5,(vau),,,,,0,(vco),,,,,,,5.9,(vco),,,,,,,0,(vco),,,,,
20/04/1986 09:00,,,0,(vco),9,(vau),,,,,0,(vco),,,,,,,17,(vco),,,,,,,0,(vco),,,,,
21/04/1986 09:00,,,0,(vco),10,(vau),,,,,0,(vco),,,,,,,12.4,(vco),,,,,,,0,(vco),,,,,
22/04/1986 09:00,,,1.5,(vco),12,(vau),,,,,12,(vco),,,,,,,6.3,(vco),,,,,,,9.4,(vco),,,,,
23/04/1986 09:00,,,0,(vco),11.5,(vau),,,,,0,(vco),,,,,,,2.4,(vco),,,,,,,10.1,(vco),,,,,
24/04/1986 09:00,,,0.3,(vco),11,(vau),,,,,0,(vco),,,,,,,9.1,(vco),,,,,,,3.6,(vco),,,,,
25/04/1986 09:00,,,6.2,(vco),10.5,(vau),,,,,3.4,(vco),,,,,,,7.2,(vco),,,,,,,0,(vco),,,,,
26/04/1986 09:00,,,0,(vco),10,(vau),,,,,0,(vco),,,,,,,6.4,(vco),,,,,,,0,(vco),,,,,
27/04/1986 09:00,,,0,(vco),9.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
28/04/1986 09:00,,,0,(vco),13.5,(vau),,,,,0,(vco),,,,,,,1.6,(vco),,,,,,,2.1,(vco),,,,,
29/04/1986 09:00,,,0,(vco),13.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
30/04/1986 09:00,,,0,(vco),17.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
01/05/1986 09:00,,,0,(vco),18,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
02/05/1986 09:00,,,0,(vco),15,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
03/05/1986 09:00,,,0,(vco),12,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
04/05/1986 09:00,,,0.4,(vco),11,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
05/05/1986 09:00,,,10.4,(vco),15,(vau),,,,,9.4,(vco),,,,,,,0,(vco),,,,,,,4.8,(vco),,,,,
06/05/1986 09:00,,,3.6,(vco),14.5,(vau),,,,,1.3,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
07/05/1986 09:00,,,0,(vco),12,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
08/05/1986 09:00,,,0,(vco),14.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
09/05/1986 09:00,,,0,(vco),20,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
10/05/1986 09:00,,,0,(vco),22.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
11/05/1986 09:00,,,0,(vco),22.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
12/05/1986 09:00,,,0,(vco),22,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
13/05/1986 09:00,,,0,(vco),18,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
14/05/1986 09:00,,,0,(vco),16,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
15/05/1986 09:00,,,0,(vco),17,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
16/05/1986 09:00,,,0,(vco),21,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
17/05/1986 09:00,,,0,(vco),18.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
18/05/1986 09:00,,,0,(vco),21.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
19/05/1986 09:00,,,0,(vco),20,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
20/05/1986 09:00,,,0,(vco),16,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
21/05/1986 09:00,,,0,(vco),17.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
22/05/1986 09:00,,,0,(vco),20.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
23/05/1986 09:00,,,0,(vco),19,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
24/05/1986 09:00,,,0,(vco),22.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
25/05/1986 09:00,,,0,(vco),24,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
26/05/1986 09:00,,,0,(vco),22.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,20.4,(vco),,,,,
27/05/1986 09:00,,,0,(vco),22.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
28/05/1986 09:00,,,0,(vco),23.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
29/05/1986 09:00,,,0,(vco),20,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
30/05/1986 09:00,,,0,(vco),19,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
31/05/1986 09:00,,,0,(vco),19.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
01/06/1986 09:00,,,0,(vco),20.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
02/06/1986 09:00,,,0,(vco),21.5,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
03/06/1986 09:00,,,0,(vco),22,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
04/06/1986 09:00,,,0.3,(vco),22,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
05/06/1986 09:00,,,0,(vco),24,(vau),,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,
